card_id	level_requirements	quest	hitpoints	unique_drops	notes	slayer_requirement	attack_styles	equipment_slot	weapon_type	attack_speed	max_hit	aggression	hazards
item.rune_dart_tip.824													
item.rune_defender.8850	40 Attack, 40 Defence							Shield					
item.rune_defender_ornament_kit.23227													
item.rune_dragon_mask.23273								Head					
item.rune_essence.1436													
item.rune_felling_axe.28214								2H	Axe	7			
item.rune_fire_arrow.2540	40 Ranged							Ammo					
item.rune_gloves.7460								Hands					
item.rune_gold_trimmed_set_lg.13032													
item.rune_gold_trimmed_set_sk.13034													
item.rune_halberd.3202	40 Attack, 20 Strength							2H	Polearm	7			
item.rune_hasta.11377	40 Attack							Weapon	Spear	4			
item.rune_heraldic_helm.8464	40 Defence							Head					
item.rune_javelin.830	40 Ranged							Ammo					
item.rune_javelin_tips.19580													
item.rune_knife.868	40 Ranged							Weapon	Thrown	3			
item.rune_med_helm.1147	40 Defence							Head					
item.rune_nails.4824													
item.rune_pickaxe.1275	40 Attack, 41 Mining							Weapon	Pickaxe	5			
item.rune_plateskirt.1093	40 Defence							Legs					
item.rune_pouch.12791													
item.rune_pouch_note.24587													
item.rune_satchel.10882								Shield					
item.rune_scimitar_ornament_kit_guthix.23321													
item.rune_scimitar_ornament_kit_saradomin.23324													
item.rune_scimitar_ornament_kit_zamorak.23327													
item.rune_spear.1247	40 Attack							2H	Spear	4			
item.rune_thrownaxe.805	40 Ranged							Weapon	Thrown	5			
item.rune_trimmed_set_lg.13028													
item.rune_trimmed_set_sk.13030													
item.rune_warhammer.1347	40 Attack							Weapon	Blunt	6			
item.runecraft_cape.9765	99 Runecraft							Cape					
item.runecraft_hood.9767	99 Runecraft							Head					
item.runescroll_of_bloodbark.25481													
item.runescroll_of_swampbark.25478													
item.runite_bolts.9144	61 Ranged							Ammo					
item.runite_bolts_unf.9381													
item.runite_crossbow_u.9465													
item.runite_limbs.9431													
item.runite_ore_fragment.21538													
item.runner_boots.10552	40 Defence							Feet					
item.runner_hat.10549	45 Defence							Head					
item.sacred_eel.13339													
item.sacred_oil_4.3430													
item.sagacious_spectacles.12337								Head					
item.sage_s_axe.28773								Weapon	Thrown	3			
item.saika_s_hood.26731								Head					
item.saika_s_shroud.26735								Head					
item.saika_s_veil.26733								Head					
item.saltpetre.13421													
item.salve_amulet.4081								Neck					
item.salve_amulet_e.10588								Neck					
item.salve_amulet_ei.12018								Neck					
item.salve_amulet_i.12017								Neck					
item.salve_graveyard_teleport.19619													
item.samurai_boots.20047	35 Defence							Feet					
item.samurai_gloves.20041	35 Defence							Hands					
item.samurai_greaves.20044	35 Defence							Legs					
item.samurai_kasa.20035	35 Defence							Head					
item.samurai_shirt.20038	35 Defence							Body					
item.sand.6958													
item.sandbag.9943													
item.sandstone_10kg.6977													
item.sandstone_1kg.6971													
item.sandstone_20kg.6985													
item.sandstone_2kg.6973													
item.sandstone_32kg.6986													
item.sandstone_5kg.6975													
item.sandstone_base.6988													
item.sandstone_body.6987													
item.sandwich_lady_bottom.23318								Legs					
item.sandwich_lady_hat.23312								Head					
item.sandwich_lady_top.23315								Body					
item.sandworms.13431													
item.sandworms_pack.13432													
item.sandy_hand.6945													
item.sandy_s_rota.6948													
item.sanguine_scythe_of_vitur.25739								2H	Scythe	5			
item.sanguine_torva_full_helm.28254								Head					
item.sanguine_torva_platebody.28256								Body					
item.sanguine_torva_platelegs.28258								Legs					
item.sanguinesti_staff.22323	75 Magic							Weapon	Powered Staff	4			
item.sapphire_amulet.1694								Neck					
item.sapphire_amulet_u.1675													
item.sapphire_bolt_tips.9189													
item.sapphire_bolts.9337	36 Ranged							Ammo					
item.sapphire_bolts_e.9240	36 Ranged							Ammo					
item.sapphire_bracelet.11071								Hands					
item.sapphire_dragon_bolts.21963	64 Ranged							Ammo					
item.sapphire_dragon_bolts_e.21940	64 Ranged							Ammo					
item.sapphire_glacialis.10018													
item.sapphire_lantern.4700													
item.sarachnis_cudgel.23528	65 Attack							Weapon	Spiked	4			
item.saradomin_armour_set_lg.13040													
item.saradomin_armour_set_sk.13042													
item.saradomin_banner.4037								Weapon	Banner	4			
item.saradomin_bracers.10384	40 Defence, 70 Ranged							Hands					
item.saradomin_cape.2412	60 Magic							Cape					
item.saradomin_chaps.10388	40 Defence, 70 Ranged							Legs					
item.saradomin_cloak.4041	40 Prayer							Cape					
item.saradomin_coif.10390	40 Defence, 70 Ranged							Head					
item.saradomin_crozier.10440	60 Prayer							Weapon	Staff	5			
item.saradomin_d_hide_body.10386	40 Defence, 70 Ranged							Body					
item.saradomin_d_hide_boots.19933	40 Defence, 70 Ranged							Feet					
item.saradomin_d_hide_shield.23191	40 Defence, 70 Ranged							Shield					
item.saradomin_dragonhide_set.13163													
item.saradomin_full_helm.2665	40 Defence							Head					
item.saradomin_godsword.11806	75 Attack							2H	2H Sword	6			
item.saradomin_godsword_ornament_kit.20074													
item.saradomin_halo.12637								Head					
item.saradomin_hilt.11814													
item.saradomin_kiteshield.2667	40 Defence							Shield					
item.saradomin_max_cape.13331	99 Attack, 99 Strength, 99 Defence, 99 Ranged, 99 Magic, 99 Prayer, 99 Hitpoints, 99 Runecraft, 99 Construction, 99 Agility, 99 Herblore, 99 Thieving, 99 Crafting, 99 Fletching, 99 Slayer, 99 Hunter, 99 Mining, 99 Smithing, 99 Fishing, 99 Cooking, 99 Firemaking, 99 Woodcutting, 99 Farming							Cape					
item.saradomin_max_hood.13332	99 Attack, 99 Strength, 99 Defence, 99 Ranged, 99 Magic, 99 Prayer, 99 Hitpoints, 99 Runecraft, 99 Construction, 99 Agility, 99 Herblore, 99 Thieving, 99 Crafting, 99 Fletching, 99 Slayer, 99 Hunter, 99 Mining, 99 Smithing, 99 Fishing, 99 Cooking, 99 Firemaking, 99 Woodcutting, 99 Farming							Head					
item.saradomin_mitre.10452	40 Magic, 40 Prayer							Head					
item.saradomin_mjolnir.6762								2H	Polestaff	6			
item.saradomin_page_1.3827													
item.saradomin_page_2.3828													
item.saradomin_page_3.3829													
item.saradomin_page_4.3830													
item.saradomin_platebody.2661	40 Defence							Body					
item.saradomin_platelegs.2663	40 Defence							Legs					
item.saradomin_plateskirt.3479	40 Defence							Legs					
item.saradomin_robe_legs.10464	20 Prayer							Legs					
item.saradomin_robe_top.10458	20 Prayer							Body					
item.saradomin_s_blessed_sword.12809	75 Attack							2H	2H Sword	4			
item.saradomin_s_light.13256													
item.saradomin_s_tear.12804													
item.saradomin_staff.2415	60 Magic							Weapon	Staff	5			
item.saradomin_stole.10470	60 Prayer							Neck					
item.saradomin_sword.11838	70 Attack							2H	2H Sword	4			
item.saturated_heart.27641													
item.saw.8794													
item.sawdust.9468													
item.sawmill_agreement.21529													
item.sawmill_proposal.21528													
item.sawmill_voucher.28628													
item.scaly_blue_dragonhide.27897													
item.scarab_mould.26952													
item.scorching_bow.29591								2H	Bow	5			
item.scrambled_egg.7078													
item.scrapey_bark.8977													
item.scrapey_tree_logs.8934													
item.scroll_sack.22675								Cape					
item.scythe_of_vitur.22325	75 Attack, 75 Strength							2H	Scythe	5			
item.sea_turtle.397													
item.seal_of_passage.9083								Neck					
item.searing_page.28931													
item.seasoned_legs.2158													
item.seasoned_sardine.1552													
item.seaweed.401													
item.seaweed_sandwich.3168													
item.seaweed_spore.21490													
item.secateurs.5329													
item.secateurs_attachment.28161													
item.secateurs_blade.28159													
item.security_book.9003													
item.seed_box.13639													
item.seed_dibber.5343													
item.seercull.6724	50 Ranged							2H	Bow	5			
item.seers_icon.28304													
item.seers_ring.6731								Ring					
item.seers_ring_i.11770								Ring					
item.senntisten_teleport.12782													
item.seren_halo.24198								Head					
item.serpentine_helm.12931	75 Defence							Head					
item.serpentine_visage.12927													
item.servant_bell.7974													
item.servery_cooked_meat.13413													
item.servery_meat_pie.13403													
item.servery_pineapple_pizza.13412													
item.servery_plain_pizza.13409													
item.servery_potato.13414													
item.servery_raw_meat.13399													
item.servery_stew.13418													
item.severed_leg.10857								Weapon	Blunt	4			
item.shade_robe.548								Legs					
item.shade_robe_top.546								Body					
item.shadow_ancient_sceptre.25492								Weapon	Staff	4			
item.shadow_sword.10858								2H	2H Sword	6			
item.shaikahan_bonemeal.5615													
item.shaikahan_bones.3123													
item.shaman_mask.21838								Head					
item.shantay_pass.1854													
item.shark.385													
item.sharpened_axe.4444													
item.shaving_stand.8045													
item.shayzien_banner.20263								Weapon	Polestaff	5			
item.shayzien_body_5.13381	20 Defence							Body					
item.shayzien_boots_1.13358	20 Defence							Feet					
item.shayzien_boots_2.13363	20 Defence							Feet					
item.shayzien_boots_3.13368	20 Defence							Feet					
item.shayzien_boots_4.13373	20 Defence							Feet					
item.shayzien_boots_5.13378	20 Defence							Feet					
item.shayzien_gloves_1.13357	20 Defence							Hands					
item.shayzien_gloves_2.13362	20 Defence							Hands					
item.shayzien_gloves_3.13367	20 Defence							Hands					
item.shayzien_gloves_4.13372	20 Defence							Hands					
item.shayzien_gloves_5.13377	20 Defence							Hands					
item.shayzien_greaves_1.13360	20 Defence							Legs					
item.shayzien_greaves_2.13365	20 Defence							Legs					
item.shayzien_greaves_3.13370	20 Defence							Legs					
item.shayzien_greaves_4.13375	20 Defence							Legs					
item.shayzien_greaves_5.13380	20 Defence							Legs					
item.shayzien_helm_1.13359	20 Defence							Head					
item.shayzien_helm_2.13364	20 Defence							Head					
item.shayzien_helm_3.13369	20 Defence							Head					
item.shayzien_helm_4.13374	20 Defence							Head					
item.shayzien_helm_5.13379	20 Defence							Head					
item.shayzien_hood.20125								Head					
item.shayzien_platebody_1.13361	20 Defence							Body					
item.shayzien_platebody_2.13366	20 Defence							Body					
item.shayzien_platebody_3.13371	20 Defence							Body					
item.shayzien_platebody_4.13376	20 Defence							Body					
item.shayzien_scarf.19955								Neck					
item.shayzien_supply_boots_1.13539													
item.shayzien_supply_boots_2.13544													
item.shayzien_supply_boots_3.13549													
item.shayzien_supply_boots_4.13554													
item.shayzien_supply_boots_5.13559													
item.shayzien_supply_gloves_1.13538													
item.shayzien_supply_gloves_2.13543													
item.shayzien_supply_gloves_3.13548													
item.shayzien_supply_gloves_4.13553													
item.shayzien_supply_gloves_5.13558													
item.shayzien_supply_greaves_1.13541													
item.shayzien_supply_greaves_2.13546													
item.shayzien_supply_greaves_3.13551													
item.shayzien_supply_greaves_4.13556													
item.shayzien_supply_greaves_5.13561													
item.shayzien_supply_helm_1.13540													
item.shayzien_supply_helm_2.13545													
item.shayzien_supply_helm_3.13550													
item.shayzien_supply_helm_4.13555													
item.shayzien_supply_helm_5.13560													
item.shayzien_supply_platebody_1.13542													
item.shayzien_supply_platebody_2.13547													
item.shayzien_supply_platebody_3.13552													
item.shayzien_supply_platebody_4.13557													
item.shayzien_supply_platebody_5.13562													
item.sheep_bones_4.283													
item.shield_left_half.2366													
item.shield_right_half.2368													
item.shielding_potion.25813													
item.ship_ticket.621													
item.shirt.5030								Body					
item.shoe_box.8038													
item.shoes.6790								Feet					
item.short_green_guy.2080													
item.shortbow_u.50													
item.shorts.5042								Legs					
item.shoulder_parrot.23300								Cape					
item.shrink_me_quick.11204													
