card_id	examine_text	source	reference
item.strange_teleorb.29535	An unusual teleorb.	Old School RuneScape Wiki	Strange teleorb; revision 15270819; canonical ID 29535
item.strangler_serum.28388	It smells horrible.	Old School RuneScape Wiki	Strangler serum; revision 15191524; canonical ID 28388
item.strawberries_1.5398	A fruit basket filled with strawberries.	Old School RuneScape Wiki	Strawberries; revision 15183861; canonical ID 5398
item.strawberry.5504	A freshly picked strawberry.	Old School RuneScape Wiki	Strawberry; revision 15183862; canonical ID 5504
item.strawberry_seed.5323	A strawberry seed - plant in an allotment.	Old School RuneScape Wiki	Strawberry seed; revision 15183888; canonical ID 5323
item.strength_amulet.10364	An enchanted ruby amulet.	Old School RuneScape Wiki	Strength amulet (t); revision 15184821; canonical ID 10364
item.strength_cape.9750	The cape worn by only the strongest people.	Old School RuneScape Wiki	Strength cape; revision 15232505; canonical ID 9750
item.strength_hood.9752	Strength skillcape hood.	Old School RuneScape Wiki	Strength hood; revision 15185295; canonical ID 9752
item.strength_mix.11441	One dose of fishy strength potion.	Old School RuneScape Wiki	Strength mix(1); revision 15185859; canonical ID 11441
item.strength_potion.119	1 dose of Strength potion.	Old School RuneScape Wiki	Strength potion(1); revision 15183998; canonical ID 119
item.stretched_hide.6173	A weathered chunk of dagannoth hide.	Old School RuneScape Wiki	Stretched hide; revision 15240651; canonical ID 6173
item.stripy_feather.10087	Attractive to other birds and hunters alike.	Old School RuneScape Wiki	Stripy feather; revision 15184195; canonical ID 10087
item.stripy_pirate_shirt.7110	A sea worthy shirt.	Old School RuneScape Wiki	Stripy pirate shirt (beige); revision 15186115; canonical ID 7110
item.strong_cup_of_tea.26904	A cup of tea that supposedly hits differently.	Old School RuneScape Wiki	Strong cup of tea; revision 15190855; canonical ID 26904
item.strongbones_bone.26593	An ancient goblin bone wrapped in fragments of priestly robes.	Old School RuneScape Wiki	Strongbones' bone; revision 15190761; canonical ID 26593
item.stronghold_notes.9004	Information regarding the Stronghold of Security.	Pinned RuneLite OSRS cache	build 239; item ID 9004
item.strung_rabbit_foot.10132	Not so lucky for the rabbit.	Old School RuneScape Wiki	Strung rabbit foot; revision 15215564; canonical ID 10132
item.strykewyrm_bonemeal.31333	A pot of crushed strykewyrm bones.	Old School RuneScape Wiki	Strykewyrm bonemeal; revision 15194263; canonical ID 31333
item.strykewyrm_bones.31726	The bones of a deadly strykewyrm.	Old School RuneScape Wiki	Strykewyrm bones; revision 15270888; canonical ID 31726
item.studded_body.1133	Those studs should provide a bit more protection.	Old School RuneScape Wiki	Studded body; revision 15183620; canonical ID 1133
item.studded_chaps.1097	Those studs should provide a bit more protection.	Old School RuneScape Wiki	Studded chaps; revision 15183327; canonical ID 1097
item.stuffed_big_harpoonfish.25561	I should mount this on my wall!	Old School RuneScape Wiki	Stuffed big harpoonfish; revision 15190149; canonical ID 25561
item.stuffed_snake.7579	Fit for a Monkey King.	Old School RuneScape Wiki	Stuffed snake; revision 15232804; canonical ID 7579
item.sturdy_harness.28149	I can use this to combine the forestry kit and log basket into one tool.	Pinned RuneLite OSRS cache	build 239; item ID 28149
item.stymphike_feather.33651	An alien feather from an alien bird.	Old School RuneScape Wiki	Stymphike feather; revision 15272099; canonical ID 33651
item.stymphike_tartare.33628	Partially digested stymphike. Yum...	Old School RuneScape Wiki	Stymphike tartare; revision 15274450; canonical ID 33628
item.sulliuscep_cap.21626	A Sulliuscep mushroom cap. Edible? Probably...	Pinned RuneLite OSRS cache	build 239; item ID 21626
item.sulphur_blades.29084	Are these explosive?	Old School RuneScape Wiki	Sulphur blades; revision 15192275; canonical ID 29084
item.sulphur_potion.25812	A defence potion with sulphur in. It needs enchanting.	Old School RuneScape Wiki	Sulphur potion; revision 15190237; canonical ID 25812
item.sulphurous_essence.29087	Brimming with unstable magic. It stings when it touches skin.	Old School RuneScape Wiki	Sulphurous essence; revision 15194576; canonical ID 29087
item.summer_pie.7218	All the fruits of a very small forest.	Old School RuneScape Wiki	Summer pie; revision 15242184; canonical ID 7218
item.summer_sq_irkjuice.10849	Made from 2 summer sq'irks.	Old School RuneScape Wiki	Summer sq'irkjuice; revision 15185306; canonical ID 10849
item.summon_boat.31441	A tablet containing a magic spell.	Old School RuneScape Wiki	Summon boat (tablet); revision 15228397; verified ID 31441
item.sun_kissed_bones.29378	These bones have been left out a little too long.	Old School RuneScape Wiki	Sun-kissed bones; revision 15261979; canonical ID 29378
item.sun_shine.29421	A highly desirable liquor.	Old School RuneScape Wiki	Sun-shine; revision 15192441; canonical ID 29421
item.sunbeam_ale.29409	Just the thing you need for a day in the sun.	Old School RuneScape Wiki	Sunbeam ale; revision 15192442; canonical ID 29409
item.sunfire_fanatic_armour_set.29424	A set containing a Sunfire Fanatic Helm, Sunfire Fanatic Platebody and Sunfire Fanatic Platelegs.	Pinned RuneLite OSRS cache	build 239; item ID 29424
item.sunfire_fanatic_chausses.28939	Chausses forged from sunfire.	Old School RuneScape Wiki	Sunfire fanatic chausses; revision 15225311; canonical ID 28939
item.sunfire_fanatic_cuirass.28936	A cuirass forged from sunfire.	Old School RuneScape Wiki	Sunfire fanatic cuirass; revision 15192261; canonical ID 28936
item.sunfire_fanatic_helm.28933	A helmet forged from sunfire.	Old School RuneScape Wiki	Sunfire fanatic helm; revision 15192260; canonical ID 28933
item.sunfire_rune.28929	A fire rune empowered by the sun.	Pinned RuneLite OSRS cache	build 239; item ID 28929
item.sunfire_splinters.28924	Vaporised material from the sun.	Pinned RuneLite OSRS cache	build 239; item ID 28924
item.sunlight_antelope_antler.29168	I don't think I can stick it back on.	Pinned RuneLite OSRS cache	build 239; item ID 29168
item.sunlight_antelope_fur.29177	I can make something out of this.	Pinned RuneLite OSRS cache	build 239; item ID 29177
item.sunlight_antler_bolts.28872	Bolts made from the antlers of a sunlight antelope.	Old School RuneScape Wiki	Sunlight antler bolts; revision 15192447; canonical ID 28872
item.sunlight_moth.28863	Even more volatile than its vegetarian counterpart.	Pinned RuneLite OSRS cache	cache revision 239; item ID 28863
item.sunlight_moth_mix.29210	There's a sunlight moth in here.	Old School RuneScape Wiki	Sunlight moth mix (1); revision 15192470; canonical ID 29210
item.sunspear.33722	A holy spear.	Old School RuneScape Wiki	Sunspear; revision 15265611; canonical ID 33722
item.super_antifire_mix.21997	One dose of fishy super anti-firebreath potion.	Old School RuneScape Wiki	Super antifire mix(1); revision 15188645; canonical ID 21997
item.super_antifire_potion.21987	1 dose of super anti-firebreath potion.	Old School RuneScape Wiki	Super antifire potion(1); revision 15188630; canonical ID 21987
item.super_attack_4.2436	1 dose of super Attack potion.	Old School RuneScape Wiki	Super attack(4); revision 15184104; canonical ID 2436
item.super_combat_potion.12701	1 dose of super combat potion.	Old School RuneScape Wiki	Super combat potion(1); revision 15186357; canonical ID 12701
item.super_def_mix.11499	One dose of fishy super Defence potion.	Old School RuneScape Wiki	Super def. mix(1); revision 15186355; canonical ID 11499
item.super_defence_4.2442	1 dose of super Defence potion.	Old School RuneScape Wiki	Super defence(4); revision 15183946; canonical ID 2442
item.super_energy.3022	1 dose of super energy potion.	Old School RuneScape Wiki	Super energy(1); revision 15185231; canonical ID 3022
item.super_energy_mix.11483	One dose of fishy super energy potion.	Old School RuneScape Wiki	Super energy mix(1); revision 15186274; canonical ID 11483
item.super_fishing_potion.31611	1 dose of super fishing potion.	Old School RuneScape Wiki	Super fishing potion(1); revision 15194168; canonical ID 31611
item.super_hunter_potion.31635	1 dose of super hunter potion.	Old School RuneScape Wiki	Super hunter potion(1); revision 15194170; canonical ID 31635
item.super_kebab.4608	A meaty and very hot kebab.	Old School RuneScape Wiki	Super kebab; revision 15273559; canonical ID 4608
item.super_magic_potion.11729	1 dose of super magic potion.	Old School RuneScape Wiki	Super magic potion; revision 15184364; canonical ID 11729
item.super_potion_set.13066	A set containing 4-dose vials of Super Attack, Super Strength and Super Defence potions.	Pinned RuneLite OSRS cache	build 239; item ID 13066
item.super_ranging_4.11722	1 dose of Super ranging potion.	Old School RuneScape Wiki	Super ranging (4); revision 15184365; canonical ID 11722
item.super_restore.3030	1 dose of super restore potion.	Old School RuneScape Wiki	Super restore(1); revision 15183989; canonical ID 3030
item.super_restore_mix.11495	One dose of fishy super restore potion.	Old School RuneScape Wiki	Super restore mix(1); revision 15186356; canonical ID 11495
item.super_str_mix.11487	One dose of fishy super Strength potion.	Old School RuneScape Wiki	Super str. mix(1); revision 15186268; canonical ID 11487
item.super_strength_4.2440	1 dose of super Strength potion.	Old School RuneScape Wiki	Super strength(4); revision 15184084; canonical ID 2440
item.superantipoison.185	1 dose of super antipoison potion.	Old School RuneScape Wiki	Superantipoison(1); revision 15183481; canonical ID 185
item.superattack_mix.11471	One dose of fishy super Attack potion.	Old School RuneScape Wiki	Superattack mix(1); revision 15205287; canonical ID 11471
item.supercompost.6034	Super-good for the smallest or largest of plants.	Old School RuneScape Wiki	Supercompost; revision 15244780; canonical ID 6034
item.superior_calamity_breeches.26757	Superior breeches used by the Calamity Coven.	Old School RuneScape Wiki	Superior calamity breeches; revision 15190817; canonical ID 26757
item.superior_calamity_chest.26751	A superior chest piece used by the Calamity Coven.	Old School RuneScape Wiki	Superior calamity chest; revision 15190816; canonical ID 26751
item.superior_dragon_bonemeal.22116	A pot of crushed superior dragon bones.	Old School RuneScape Wiki	Superior dragon bonemeal; revision 15189825; canonical ID 22116
item.superior_dragon_bones.22124	There's something unnatural about these bones.	Old School RuneScape Wiki	Superior dragon bones; revision 15270883; canonical ID 22124
item.superior_mining_gloves.21345	These will help me mine Mithril and Adamantite. As well as improve mining Iron, Silver, Coal and Gold.	Old School RuneScape Wiki	Superior mining gloves; revision 15248310; canonical ID 21345
item.suphi_fish_1.20858	I should try eating this.	Old School RuneScape Wiki	Suphi fish (1); revision 15188082; canonical ID 20858
item.suqah_hide.9080	An untanned piece of Suqah hide.	Old School RuneScape Wiki	Suqah hide; revision 15183942; canonical ID 9080
item.suqah_leather.9081	A piece of Suqah hide that has been expertly tanned into leather.	Old School RuneScape Wiki	Suqah leather; revision 15185039; canonical ID 9081
item.surge_potion.30884	1 dose of surge potion.	Old School RuneScape Wiki	Surge potion; revision 15193050; canonical ID 30884
item.swamp_cruiser_s_hat.31748	The hat of a captain who loved to sail even the most fetid of seas.	Old School RuneScape Wiki	Swamp cruiser's hat; revision 15194047; canonical ID 31748
item.swamp_cruiser_s_jacket.31750	The jacket of a captain who loved to sail even the most fetid of seas.	Old School RuneScape Wiki	Swamp cruiser's jacket; revision 15194048; canonical ID 31750
item.swamp_cruiser_s_shoes.31754	The shoes of a captain who loved to sail even the most fetid of seas.	Old School RuneScape Wiki	Swamp cruiser's shoes; revision 15194269; canonical ID 31754
item.swamp_cruiser_s_trousers.31752	The trousers of a captain who loved to sail even the most fetid of seas.	Old School RuneScape Wiki	Swamp cruiser's trousers; revision 15194049; canonical ID 31752
item.swamp_lizard.10149	A very slimy and generally disgusting green lizard.	Old School RuneScape Wiki	Swamp lizard; revision 15212295; canonical ID 10149
item.swamp_paste.1941	A tar-like substance mixed with flour and warmed.	Pinned RuneLite OSRS cache	build 239; item ID 1941
item.swamp_tar.1939	A foul smelling thick tar-like substance.	Pinned RuneLite OSRS cache	build 239; item ID 1939
item.swamp_toad.2150	A slippery little blighter.	Pinned RuneLite OSRS cache	build 239; item ID 2150
item.swamp_weed.10978	Swamp weed found in the caves near Dorgesh-Kaan.	Pinned RuneLite OSRS cache	build 239; item ID 10978
item.swampbark_armour_set.31160	A set containing a Swampbark helm, Swampbark body, Swampbark legs, Swampbark boots and Swampbark gloves.	Pinned RuneLite OSRS cache	build 239; item ID 31160
item.swampbark_body.25389	Keeps my chest protected.	Old School RuneScape Wiki	Swampbark body; revision 15189992; canonical ID 25389
item.swampbark_boots.25395	Great foot protection.	Old School RuneScape Wiki	Swampbark boots; revision 15189995; canonical ID 25395
item.swampbark_gauntlets.25392	These should protect my hands.	Old School RuneScape Wiki	Swampbark gauntlets; revision 15189994; canonical ID 25392
item.swampbark_helm.25398	A rather interesting smelling helmet.	Old School RuneScape Wiki	Swampbark helm; revision 15189991; canonical ID 25398
item.swampbark_legs.25401	Strong leg protection.	Old School RuneScape Wiki	Swampbark legs; revision 15189993; canonical ID 25401
item.sweetcorn.5986	Raw sweetcorn.	Old School RuneScape Wiki	Sweetcorn; revision 15184105; canonical ID 5986
item.sweetcorn_seed.5320	A sweetcorn seed - plant in an allotment.	Old School RuneScape Wiki	Sweetcorn seed; revision 15184068; canonical ID 5320
item.swift_albatross_feather.31952	An elegant feather from an albatross. Not so swift anymore.	Old School RuneScape Wiki	Swift albatross feather; revision 15226169; canonical ID 31952
item.swift_blade.24219	A dull blade that moves at incredible speed.	Old School RuneScape Wiki	Swift blade; revision 15189526; canonical ID 24219
item.swordfish	I'd better be careful eating this!	Old School RuneScape Wiki	Swordfish; revision 15183520; canonical ID 373
item.swordtip_squid.31556	Doesn't look too appetising, but looks can be deceiving.	Old School RuneScape Wiki	Swordtip squid; revision 15193886; canonical ID 31556
